start_date,state,pollster,methodology,pct,is_national,days_since_Biden_Withdrawal
2024-09-17,Arizona,Siena/NYT,Live Phone,47,0,58
2024-09-17,Arizona,Siena/NYT,Live Phone,48,0,58
2024-09-17,Georgia,Siena/NYT,Live Phone,48,0,58
2024-09-17,Georgia,Siena/NYT,Live Phone,49,0,58
2024-09-17,Georgia,Siena/NYT,Live Phone,46,0,58
2024-09-17,Georgia,Siena/NYT,Live Phone,47,0,58
2024-09-17,North Carolina,Siena/NYT,Live Phone,48,0,58
2024-09-17,North Carolina,Siena/NYT,Live Phone,49,0,58
2024-09-17,North Carolina,Siena/NYT,Live Phone,46,0,58
2024-09-17,North Carolina,Siena/NYT,Live Phone,47,0,58
2024-09-18,national,YouGov,Online Panel,48,1,59
2024-09-16,Pennsylvania,Muhlenberg,Live Phone,48,0,57
2024-09-11,Michigan,University of Massachusetts Lowell/YouGov,Online Panel,43,0,52
2024-09-11,Pennsylvania,University of Massachusetts Lowell/YouGov,Online Panel,46,0,52
2024-09-16,Michigan,Suffolk,Live Phone,45.4,0,57
2024-09-15,Arizona,Emerson,IVR/Online Panel/Text-to-Web,49.8,0,56
2024-09-15,Georgia,Emerson,IVR/Online Panel/Text-to-Web,50.3,0,56
2024-09-15,Michigan,Emerson,IVR/Online Panel/Text-to-Web,49.1,0,56
2024-09-15,Nevada,Emerson,IVR/Online Panel/Text-to-Web,49,0,56
2024-09-15,Pennsylvania,Emerson,IVR/Online Panel/Text-to-Web,49.3,0,56
2024-09-15,North Carolina,Emerson,IVR/Online Panel/Text-to-Web,49.3,0,56
2024-09-15,Wisconsin,Emerson,IVR/Online Panel/Text-to-Web,50.3,0,56
2024-09-12,Pennsylvania,MassINC Polling Group,Live Phone/Text-to-Web,46,0,53
2024-09-12,Pennsylvania,MassINC Polling Group,Live Phone/Text-to-Web,47,0,53
2024-09-12,Massachusetts,MassINC Polling Group,Live Phone/Text-to-Web,32,0,53
2024-09-12,Massachusetts,MassINC Polling Group,Live Phone/Text-to-Web,35,0,53
2024-09-12,New Mexico,SurveyUSA,Online Panel,42,0,53
2024-09-12,Wisconsin,MassINC Polling Group,Live Phone/Text-to-Web,45,0,53
2024-09-12,Wisconsin,MassINC Polling Group,Live Phone/Text-to-Web,46,0,53
2024-09-12,Connecticut,MassINC Polling Group,Live Phone/Text-to-Web,37,0,53
2024-09-12,Rhode Island,MassINC Polling Group,Live Phone/Text-to-Web,40,0,53
2024-09-12,Rhode Island,MassINC Polling Group,Live Phone/Text-to-Web,43,0,53
2024-09-15,national,YouGov,Online Panel,45,1,56
2024-09-12,Pennsylvania,Marist,Live Phone/Online Panel/Text-to-Web,48,0,53
2024-09-12,Pennsylvania,Marist,Live Phone/Online Panel/Text-to-Web,49,0,53
2024-09-12,Wisconsin,Marist,Live Phone/Online Panel/Text-to-Web,47,0,53
2024-09-12,Wisconsin,Marist,Live Phone/Online Panel/Text-to-Web,49,0,53
2024-09-12,Michigan,Marist,Live Phone/Online Panel/Text-to-Web,47,0,53
2024-09-12,Michigan,Marist,Live Phone/Online Panel/Text-to-Web,47,0,53
2024-09-13,national,Beacon/Shaw,Live Phone/Text-to-Web,48,1,54
2024-09-13,national,Beacon/Shaw,Live Phone/Text-to-Web,48,1,54
2024-09-12,Pennsylvania,Quinnipiac,Live Phone,45,0,53
2024-09-12,Pennsylvania,Quinnipiac,Live Phone,46,0,53
2024-09-12,Michigan,Quinnipiac,Live Phone,45,0,53
2024-09-12,Michigan,Quinnipiac,Live Phone,46,0,53
2024-09-12,Wisconsin,Quinnipiac,Live Phone,47,0,53
2024-09-12,Wisconsin,Quinnipiac,Live Phone,48,0,53
2024-09-12,Pennsylvania,The Washington Post,Live Phone/Text-to-Web,47,0,53
2024-09-12,Pennsylvania,The Washington Post,Live Phone/Text-to-Web,48,0,53
2024-09-11,national,Siena/NYT,Live Phone,47,1,52
2024-09-11,national,Siena/NYT,Live Phone,47,1,52
2024-09-11,national,Siena/NYT,Live Phone,46,1,52
2024-09-11,national,Siena/NYT,Live Phone,46,1,52
2024-09-11,New York,Siena,Live Phone/Text-to-Web,40,0,52
2024-09-11,New York,Siena,Live Phone/Text-to-Web,42,0,52
2024-09-11,Pennsylvania,Siena/NYT,Live Phone,46,0,52
2024-09-11,Pennsylvania,Siena/NYT,Live Phone,46,0,52
2024-09-11,Pennsylvania,Siena/NYT,Live Phone,45,0,52
2024-09-11,Pennsylvania,Siena/NYT,Live Phone,45,0,52
2024-09-11,national,Monmouth,Live Phone/Text-to-Web,44,1,52
2024-09-11,Pennsylvania,Suffolk,Live Phone,45.6,0,52
2024-09-12,Maryland,Emerson,Online Panel/Text-to-Web,33.3,0,53
2024-09-12,Missouri,Emerson,Online Panel/Text-to-Web,55.2,0,53
2024-09-12,Indiana,Emerson,Online Panel/Text-to-Web,57.9,0,53
2024-09-11,national,YouGov,Online Panel,45,1,52
2024-09-11,national,YouGov,Online Panel,46,1,52
2024-09-11,national,YouGov,Online Panel,44,1,52
2024-09-11,national,YouGov,Online Panel,45,1,52
2024-09-11,national,Ipsos,Probability Panel,46,1,52
2024-09-11,national,Ipsos,Probability Panel,47,1,52
2024-09-11,national,Ipsos,Probability Panel,46,1,52
2024-09-11,national,Ipsos,Probability Panel,45,1,52
2024-09-11,national,Ipsos,Probability Panel,46,1,52
2024-09-11,national,Ipsos,Probability Panel,46,1,52
2024-09-11,national,Ipsos,Probability Panel,42,1,52
2024-09-11,national,Ipsos,Probability Panel,39,1,52
2024-09-11,national,AtlasIntel,unknown,50.9,1,52
2024-09-11,national,AtlasIntel,unknown,50.9,1,52
2024-09-08,Iowa,Selzer,Live Phone,47,0,49
2024-09-08,national,YouGov,Online Panel,45,1,49
2024-09-07,Arizona,Data Orbital,Live Phone/Text-to-Web,46.2,0,48
2024-09-04,North Carolina,Quinnipiac,Live Phone,46,0,45
2024-09-04,North Carolina,Quinnipiac,Live Phone,47,0,45
2024-09-04,Georgia,Quinnipiac,Live Phone,49,0,45
2024-09-04,Georgia,Quinnipiac,Live Phone,49,0,45
2024-09-04,Virginia,Washington Post/George Mason University,Live Phone/Text-to-Web,42,0,45
2024-09-04,Virginia,Washington Post/George Mason University,Live Phone/Text-to-Web,43,0,45
2024-09-04,Virginia,Washington Post/George Mason University,Live Phone/Text-to-Web,42,0,45
2024-09-04,Virginia,Washington Post/George Mason University,Live Phone/Text-to-Web,43,0,45
2024-09-04,North Carolina,SurveyUSA,Online Panel,46,0,45
2024-09-03,Michigan,YouGov,Online Panel,49,0,44
2024-09-03,Pennsylvania,YouGov,Online Panel,50,0,44
2024-09-03,Wisconsin,YouGov,Online Panel,49,0,44
2024-09-03,national,Siena/NYT,Live Phone,48,1,44
2024-09-03,national,Siena/NYT,Live Phone,47,1,44
2024-09-03,national,Siena/NYT,Live Phone,48,1,44
2024-09-03,national,Siena/NYT,Live Phone,46,1,44
2024-09-03,California,Emerson,Online Panel/Text-to-Web,38,0,44
2024-09-03,Florida,Emerson,Online Panel/Text-to-Web,51.1,0,44
2024-09-03,Texas,Emerson,Online Panel/Text-to-Web,50.9,0,44
2024-09-03,Ohio,Emerson,Online Panel/Text-to-Web,54.3,0,44
2024-09-03,national,Marist,Live Phone/Online Panel/Text,48,1,44
2024-08-28,Wisconsin,Marquette Law School,Live Phone/Email,48,0,38
2024-08-28,Wisconsin,Marquette Law School,Live Phone/Email,48,0,38
2024-08-28,Wisconsin,Marquette Law School,Live Phone/Email,43,0,38
2024-08-28,Wisconsin,Marquette Law School,Live Phone/Email,43,0,38
2024-09-03,national,Emerson,IVR/Online Panel/Text-to-Web,47.6,1,44
2024-09-01,national,YouGov,Online Panel,45,1,42
2024-08-23,Texas,YouGov,Online Panel,49,0,33
2024-08-23,Texas,YouGov,Online Panel,49,0,33
2024-08-27,Minnesota,SurveyUSA,Online Panel,43,0,37
2024-08-23,Arizona,CNN/SSRS,Probability Panel,49,0,33
2024-08-23,Georgia,CNN/SSRS,Probability Panel,47,0,33
2024-08-23,Michigan,CNN/SSRS,Probability Panel,43,0,33
2024-08-23,Nevada,CNN/SSRS,Probability Panel,47,0,33
2024-08-23,Pennsylvania,CNN/SSRS,Probability Panel,47,0,33
2024-08-23,Wisconsin,CNN/SSRS,Probability Panel,44,0,33
2024-08-25,Arizona,Emerson,IVR/Online Panel/Text-to-Web,51.2,0,35
2024-08-25,Michigan,Emerson,IVR/Online Panel/Text-to-Web,47.6,0,35
2024-08-25,Nevada,Emerson,IVR/Online Panel/Text-to-Web,48.8,0,35
2024-08-25,Pennsylvania,Emerson,IVR/Online Panel/Text-to-Web,49.4,0,35
2024-08-25,Wisconsin,Emerson,IVR/Online Panel/Text-to-Web,49.8,0,35
2024-08-25,North Carolina,Emerson,IVR/Online Panel/Text-to-Web,49.9,0,35
2024-08-25,Georgia,Emerson,IVR/Online Panel/Text-to-Web,49,0,35
2024-08-25,national,Suffolk,Live Phone,43.3,1,35
2024-08-21,national,Ipsos,Probability Panel,40,1,31
2024-08-21,national,Ipsos,Probability Panel,38,1,31
2024-08-21,national,Ipsos,Probability Panel,41,1,31
2024-08-21,national,Ipsos,Probability Panel,36,1,31
2024-08-25,national,YouGov,Online Panel,45,1,35
2024-08-23,national,Quinnipiac,Live Phone,47,1,33
2024-08-23,national,Quinnipiac,Live Phone,48,1,33
2024-08-23,national,Ipsos,Probability Panel,46,1,33
2024-08-23,national,Ipsos,Probability Panel,46,1,33
2024-08-23,national,Ipsos,Probability Panel,46,1,33
2024-08-23,national,Ipsos,Probability Panel,45,1,33
2024-08-23,national,Ipsos,Probability Panel,45,1,33
2024-08-23,Nebraska,SurveyUSA,IVR/Online Panel/Text-to-Web,54,0,33
2024-08-23,Nebraska,SurveyUSA,IVR/Online Panel/Text-to-Web,42,0,33
2024-08-23,Arizona,Beacon/Shaw,Live Phone/Text-to-Web,47,0,33
2024-08-23,Arizona,Beacon/Shaw,Live Phone/Text-to-Web,49,0,33
2024-08-23,Georgia,Beacon/Shaw,Live Phone/Text-to-Web,46,0,33
2024-08-23,Georgia,Beacon/Shaw,Live Phone/Text-to-Web,48,0,33
2024-08-23,Nevada,Beacon/Shaw,Live Phone/Text-to-Web,46,0,33
2024-08-23,Nevada,Beacon/Shaw,Live Phone/Text-to-Web,48,0,33
2024-08-23,North Carolina,Beacon/Shaw,Live Phone/Text-to-Web,48,0,33
2024-08-23,North Carolina,Beacon/Shaw,Live Phone/Text-to-Web,50,0,33
2024-08-22,national,YouGov,Online Panel,45,1,32
2024-08-22,national,YouGov,Online Panel,46,1,32
2024-08-22,national,YouGov,Online Panel,36,1,32
2024-08-22,national,YouGov,Online Panel,42,1,32
2024-08-23,national,Echelon Insights,Online Panel,49,1,33
2024-08-23,national,Echelon Insights,Online Panel,45,1,33
2024-08-23,national,Echelon Insights,Online Panel,48,1,33
2024-08-23,national,Echelon Insights,Online Panel,50,1,33
2024-08-15,Pennsylvania,YouGov,Online Panel,42.5,0,25
2024-08-15,Pennsylvania,YouGov,Online Panel,47,0,25
2024-08-15,Pennsylvania,YouGov,Online Panel,41,0,25
2024-08-15,Pennsylvania,YouGov,Online Panel,46,0,25
2024-08-15,Wisconsin,YouGov,Online Panel,42,0,25
2024-08-15,Wisconsin,YouGov,Online Panel,46,0,25
2024-08-15,Wisconsin,YouGov,Online Panel,40,0,25
2024-08-15,Wisconsin,YouGov,Online Panel,45,0,25
2024-08-15,Michigan,YouGov,Online Panel,43.5,0,25
2024-08-15,Michigan,YouGov,Online Panel,48,0,25
2024-08-15,Michigan,YouGov,Online Panel,41.5,0,25
2024-08-15,Michigan,YouGov,Online Panel,46,0,25
2024-08-20,New Mexico,Emerson,IVR/Online Panel/Text-to-Web,46.4,0,30
2024-08-20,New Mexico,Emerson,IVR/Online Panel/Text-to-Web,40.2,0,30
2024-08-15,national,YouGov,Online Panel,40,1,25
2024-08-19,North Carolina,SurveyUSA/High Point University,Online Panel,45,0,29
2024-08-19,North Carolina,SurveyUSA/High Point University,Online Panel,47,0,29
2024-08-17,national,YouGov,Online Panel,43,1,27
2024-08-14,national,YouGov,Online Panel,48,1,24
2024-08-14,national,YouGov,Online Panel,47,1,24
2024-08-08,Missouri,YouGov,Online Panel,54,0,18
2024-08-12,Nevada,Siena/NYT,Live Phone,48,0,22
2024-08-12,Nevada,Siena/NYT,Live Phone,48,0,22
2024-08-12,Nevada,Siena/NYT,Live Phone,45,0,22
2024-08-12,Nevada,Siena/NYT,Live Phone,46,0,22
2024-08-08,Arizona,Siena/NYT,Live Phone,45,0,18
2024-08-08,Arizona,Siena/NYT,Live Phone,45,0,18
2024-08-08,Arizona,Siena/NYT,Live Phone,42,0,18
2024-08-08,Arizona,Siena/NYT,Live Phone,43,0,18
2024-08-13,Pennsylvania,Emerson,IVR/Online Panel/Text-to-Web,50.7,0,23
2024-08-13,Pennsylvania,Emerson,IVR/Online Panel/Text-to-Web,47.4,0,23
2024-08-12,national,Emerson,IVR/Online Panel/Text-to-Web,47.7,1,22
2024-08-12,national,Emerson,IVR/Online Panel/Text-to-Web,43.5,1,22
2024-08-09,North Carolina,Siena/NYT,Live Phone,46,0,19
2024-08-09,North Carolina,Siena/NYT,Live Phone,47,0,19
2024-08-09,North Carolina,Siena/NYT,Live Phone,42,0,19
2024-08-09,North Carolina,Siena/NYT,Live Phone,44,0,19
2024-08-09,Georgia,Siena/NYT,Live Phone,51,0,19
2024-08-09,Georgia,Siena/NYT,Live Phone,50,0,19
2024-08-09,Georgia,Siena/NYT,Live Phone,47,0,19
2024-08-09,Georgia,Siena/NYT,Live Phone,47,0,19
2024-08-11,national,YouGov,Online Panel,44,1,21
2024-08-09,national,Ipsos,Probability Panel,45,1,19
2024-08-09,national,Ipsos,Probability Panel,45,1,19
2024-08-09,national,Ipsos,Probability Panel,45,1,19
2024-08-09,national,Ipsos,Probability Panel,44,1,19
2024-08-09,national,Ipsos,Probability Panel,44,1,19
2024-08-09,national,Beacon/Shaw,Live Phone,45,1,19
2024-08-09,national,Beacon/Shaw,Live Phone,50,1,19
2024-08-08,Pennsylvania,Quinnipiac,Live Phone,45,0,18
2024-08-08,Pennsylvania,Quinnipiac,Live Phone,47,0,18
2024-08-07,Florida,Suffolk,Live Phone,46.8,0,17
2024-08-06,Pennsylvania,Siena/NYT,Live Phone,46,0,16
2024-08-06,Pennsylvania,Siena/NYT,Live Phone,46,0,16
2024-08-06,Pennsylvania,Siena/NYT,Live Phone,43,0,16
2024-08-06,Pennsylvania,Siena/NYT,Live Phone,44,0,16
2024-08-05,North Carolina,YouGov Blue,Online Panel,46,0,15
2024-08-05,Michigan,Siena/NYT,Live Phone,48,0,15
2024-08-05,Michigan,Siena/NYT,Live Phone,46,0,15
2024-08-05,Michigan,Siena/NYT,Live Phone,43,0,15
2024-08-05,Michigan,Siena/NYT,Live Phone,43,0,15
2024-08-05,Wisconsin,Siena/NYT,Live Phone,46,0,15
2024-08-05,Wisconsin,Siena/NYT,Live Phone,46,0,15
2024-08-05,Wisconsin,Siena/NYT,Live Phone,42,0,15
2024-08-05,Wisconsin,Siena/NYT,Live Phone,43,0,15
2024-08-02,national,Ipsos,Probability Panel,37,1,12
2024-08-02,national,Ipsos,Probability Panel,47,1,12
2024-08-05,Montana,Emerson,Online Panel/Text-to-Web,57.5,0,15
2024-08-05,Montana,Emerson,Online Panel/Text-to-Web,53.5,0,15
2024-08-04,national,YouGov,Online Panel,43,1,14
2024-08-02,national,SurveyUSA,Online Panel,45,1,12
2024-08-01,national,Marist,Live Phone/Online Panel/Text-to-Web,48,1,11
2024-08-01,national,Marist,Live Phone/Online Panel/Text-to-Web,45,1,11
2024-07-30,national,YouGov,Online Panel,49,1,9
2024-07-30,national,YouGov,Online Panel,47,1,9
2024-07-28,New York,Siena,Live Phone,39,0,7
2024-07-28,New York,Siena,Live Phone,37,0,7
2024-07-24,Wisconsin,Marquette Law School,Live Phone/Email,50,0,3
2024-07-24,Wisconsin,Marquette Law School,Live Phone/Email,49,0,3
2024-07-24,Wisconsin,Marquette Law School,Live Phone/Email,43,0,3
2024-07-24,Wisconsin,Marquette Law School,Live Phone/Email,45,0,3
2024-07-24,national,Marquette Law School,Probability Panel,48,1,3
2024-07-24,national,Marquette Law School,Probability Panel,47,1,3
2024-07-24,national,Marquette Law School,Probability Panel,41,1,3
2024-07-24,national,Marquette Law School,Probability Panel,42,1,3
2024-07-27,national,YouGov,Online Panel,44,1,6
2024-07-26,national,Ipsos,Probability Panel,42,1,5
2024-07-26,New Hampshire,Emerson,Online Panel/Text-to-Web,47.6,0,5
2024-07-26,New Hampshire,Emerson,Online Panel/Text-to-Web,41.4,0,5
2024-07-24,Florida,U. North Florida,Live Phone/Text-to-Web,49,0,3
2024-07-24,national,Ipsos,Probability Panel,38,1,3
2024-07-23,Minnesota,SurveyUSA,Online Panel,40,0,2
2024-07-23,national,AtlasIntel,Online Ad,50.1,1,2
2024-07-23,national,AtlasIntel,Online Ad,47.7,1,2
2024-07-22,national,Siena/NYT,Live Phone,48,1,1
2024-07-22,national,Siena/NYT,Live Phone,48,1,1
2024-07-22,national,Siena/NYT,Live Phone,42,1,1
2024-07-22,national,Siena/NYT,Live Phone,43,1,1
2024-07-22,Wisconsin,Beacon/Shaw,Live Phone/Text-to-Web,46,0,1
2024-07-22,Wisconsin,Beacon/Shaw,Live Phone/Text-to-Web,50,0,1
2024-07-22,Wisconsin,Beacon/Shaw,Live Phone/Text-to-Web,50,0,1
2024-07-22,Wisconsin,Beacon/Shaw,Live Phone/Text-to-Web,49,0,1
2024-07-22,Pennsylvania,Beacon/Shaw,Live Phone/Text-to-Web,43,0,1
2024-07-22,Pennsylvania,Beacon/Shaw,Live Phone/Text-to-Web,49,0,1
2024-07-22,Pennsylvania,Beacon/Shaw,Live Phone/Text-to-Web,49,0,1
2024-07-22,Pennsylvania,Beacon/Shaw,Live Phone/Text-to-Web,44,0,1
2024-07-22,Minnesota,Beacon/Shaw,Live Phone/Text-to-Web,41,0,1
2024-07-22,Minnesota,Beacon/Shaw,Live Phone/Text-to-Web,46,0,1
2024-07-22,Minnesota,Beacon/Shaw,Live Phone/Text-to-Web,46,0,1
2024-07-22,Minnesota,Beacon/Shaw,Live Phone/Text-to-Web,45,0,1
2024-07-22,Michigan,Beacon/Shaw,Live Phone/Text-to-Web,45,0,1
2024-07-22,Michigan,Beacon/Shaw,Live Phone/Text-to-Web,49,0,1
2024-07-22,Michigan,Beacon/Shaw,Live Phone/Text-to-Web,46,0,1
2024-07-22,Michigan,Beacon/Shaw,Live Phone/Text-to-Web,48,0,1
2024-07-22,national,Ipsos,Probability Panel,39,1,1
2024-07-22,national,Ipsos,Probability Panel,42,1,1
2024-07-22,national,Ipsos,Probability Panel,34,1,1
2024-07-22,national,Ipsos,Probability Panel,38,1,1
2024-07-22,Arizona,Emerson,IVR/Online Panel/Text-to-Web,52.6,0,1
2024-07-22,Arizona,Emerson,IVR/Online Panel/Text-to-Web,47.5,0,1
2024-07-22,Georgia,Emerson,IVR/Online Panel/Text-to-Web,51.1,0,1
2024-07-22,Georgia,Emerson,IVR/Online Panel/Text-to-Web,45.9,0,1
2024-07-22,Michigan,Emerson,IVR/Online Panel/Text-to-Web,50.9,0,1
2024-07-22,Michigan,Emerson,IVR/Online Panel/Text-to-Web,44.1,0,1
2024-07-22,Wisconsin,Emerson,IVR/Online Panel/Text-to-Web,49.4,0,1
2024-07-22,Wisconsin,Emerson,IVR/Online Panel/Text-to-Web,44.9,0,1
2024-07-22,Pennsylvania,Emerson,IVR/Online Panel/Text-to-Web,51.1,0,1
2024-07-22,Pennsylvania,Emerson,IVR/Online Panel/Text-to-Web,46.1,0,1
2024-07-22,national,YouGov,Online Panel,46,1,1
2024-07-21,national,YouGov,Online Panel,44,1,0
2024-07-22,national,Marist,Online Panel,46,1,1
2024-07-22,national,Marist,Online Panel,42,1,1
